landingPage,activeUsers,newUsers,totalRevenue,bounceRate,averageSessionDuration,sessions
/documentation/wordpress-leads-builder-for-any-crm-pro/lead-builder-for-any-crm,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro,1,1,0,1,0,2
/documentation/wp-ultimate-csv-importer-pro/how-to-import-variable-products-in-woocommerce,1,0,0,0.66666666666666663,553.73730033333334,3
/documentation/wp-ultimate-csv-importer-pro/import-and-export-listings-and-owners-in-wp-rentals,1,1,0,1,5.357555,1
/documentation/wp-ultimate-csv-importer-pro/import-and-export-lms-data,1,1,0,0,10.181047,1
/documentation/wp-ultimate-csv-importer-pro/import-and-export-woocommerce-reviews,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro/import-export-edd-discounts,1,0,0,0,701.48046,1
/documentation/wp-ultimate-csv-importer-pro/import-export-edd-orders,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro/import-woocommerce-customers,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro/importer-faq,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro/learnpress-data-import,1,1,0,0.5,1721.5916625,2
/documentation/wp-ultimate-csv-importer-pro/polylang-multilingual-content-import-export,1,1,0,1,0,1
/documentation/wp-ultimate-csv-importer-pro/wpml-multilingual-import,1,1,0,0,61.355377,1
/documentation/wp-ultimate-exporter/wordpress-exporter-guide,1,0,0,0,21.454003,1
/es/blog/como-anadir-urls-externas-a-las-imagenes-destacadas-en-wordpress.html,1,1,0,1,0,1
/es/blog/como-instalar-wamp-y-xampp.html,1,1,0,1,0,1
/es/blog/ejemplos-de-archivos-csv-y-xml-para-la-importacion-de-prueba-wp-ultimate-csv-xml-importer.html,1,1,0,0,100.311881,1
/es/blog/importar-paginas-a-wordpress-una-guia-util.html,1,1,0,0,766.091028,1
/es/blog/importar-y-exportar-clientes-de-woocommerce.html,1,1,0,0,25.471989,1
/es/blog/la-forma-mas-sencilla-de-importar-clientes-a-woocommerce.html,1,1,0,1,0,1
/es/caja.html,1,1,0,1,0,1
/es/documentation/wp-ultimate-csv-importer-pro/importacion-de-csv-de-woocommerce,1,1,0,1,9.499326,1
/es/documentation/wp-ultimate-csv-importer-pro/importar-categorias-y-etiquetas-de-wordpress,1,1,0,0,51.124494,1
/es/documentation/wp-ultimate-csv-importer-pro/importar-exportar-miembros-de-usuario,1,1,0,0,87.301865,1
/es/documentation/wp-ultimate-csv-importer-pro/importar-listados-de-directorios-comerciales-en-wordpress,1,1,0,1,0,1
/es/documentation/wp-ultimate-csv-importer-pro/integracion-de-ia,1,1,0,0,88.912562,1
/es/documentation/wp-ultimate-csv-importer-pro/modulos-de-importacion-csv-definitivos-de-wordpress,1,1,0,1,0,1
/es/politica-de-privacidad.html,1,1,0,1,0,1
/es/wp-ultimate-csv-importer-pro/importacion-exportacion-jetengine-con-ultimate-csv-importer.html,1,1,0,1,0,1
/es/wp-ultimate-csv-importer-pro/importar-productos-de-woocommerce.html,1,1,0,1,4.575335,1
/es/wp-ultimate-csv-importer-pro/traduccion-de-importacion-de-polylang.html,1,1,0,1,0,1
/ha-nav-content/ha-megamenu-content-69899,1,1,0,1,0,1
/ja,1,1,0,1,0,1
/ja/blog/ai-in-wordpress.html,1,1,0,1,0,1
/ja/blog/blog-create-and-import-custom-post-types-in-wordpress.html,1,1,0,0,17.220502,1
/ja/blog/create-custom-fields-with-acf-in-wordpress.html,1,1,0,0,28.070767,1
/ja/blog/create-custom-taxonomies-with-acf.html,1,1,0,0,173.243788,1
/ja/blog/enable-configure-wp-cron.html,1,1,0,1,0,1
/ja/blog/export-import-advanced-custom-fields-csv-wordpress.html,1,1,0,0,20.902804,1
/ja/blog/how-to-install-wamp-and-xampp.html,1,1,0,1,0,1
/ja/documentation/wp-ultimate-csv-importer/import-and-export-wordpress-users,1,1,0,1,0,1
/ja/documentation/wp-ultimate-csv-importer/import-data-from-excel-to-wordpress,1,1,0,0,41.962589,1
/ja/documentation/wp-ultimate-csv-importer/metabox-import-export,1,1,0,1,2.085429,1
/ja/partnership.html,1,1,0,1,0,1
/ja/wp-all-import-alternative.html,1,1,0,1,2.569892,1
/ja/wp-ultimate-csv-importer-pro/import-acf-custom-fields-from-csv.html,1,1,0,1,0,1
/manage-large-wordpress-sites-without-slowing-down.html,1,1,0,1,0,1
/my-account.html/edit-account,1,0,0,0,13.215353,1
/privacy-policy.html,1,1,0,1,0,1
/shop,1,1,0,1,5.244042,1
/wp-all-import-alternative.html,1,1,0,0,10.734028,1
/wp-ultimate-csv-importer-pro/changelog.html,1,1,0,1,0,1
/wp-ultimate-csv-importer-pro/jetengine-cct-import.html,1,1,0,1,0,1
/wp-ultimate-csv-importer-pro/woocommerce-import-products.html,1,0,0,0,224.277376,1
/wp-ultimate-exporter.html,1,1,0,0,30.744659,1
/blog/add-external-urls-to-featured-images-wordpress.html,0,0,0,1,0,2
/blog/scaling-woocommerce-manage-products-orders.html,0,0,0,1,0,1
